PROCESSING_DATE_TIME|PROCESSING_WINDOW|MESSAGE_ID|TRANSACTION_TYPE|TCIBTXID|TRANSACTION_ID|END_TO_END_TRANSACTION_ID|RESPONSE_CODE|RESPONSE_MESSAGE|SOURCE_COUNTRY_CODE|PAYMENT_COUNTRY_CODE|PAYMENT_CURRENCY_CODE|TOTAL_PAYMENT_AMOUNT|SENDER_NAME|RECEIVER_NAME|SENDER_AGENT_SPID|RECEIVER_AGENT_SPID|SENDER_ACCOUNT|RECEIVER_ACCOUNT|REPORTING_CODE|RECEIVER_MESSAGE|CREATED_DATE|MIS_DATE|SENDER_SUSPENSE_ACCOUNT_FLAG|RECEIVER_SUSPENSE_ACCOUNT_FLAG|KNOWN_FRAUD_FLAG|FROM_FILENAME|MODIFIED_DATE|CREATED_BY|MODIFIED_BY|FILE_ID
2022/01/01 18:59:14.000000|1|dea4c9b5639a4c1298428b0432bc0803|PAY|dea4c9b5639a4c1298428b0432bc0803|dea4c9b5639a4c1298428b0432bc0803|dea4c9b5639a4c1298428b0432bc0803|3000|Remit Success|ZW|ZA|ZAR|4500|NAME SURNAME  012307|NAME SURNAME  000982|290001|210001|ZW03B23AA9E06DAC89DC55|ZA458FD7B29F10E9929FFB|10402||2022/01/01 18:59:14.000000|2022/01/01|N  |N  ||||TCIBAPP||1
2022/01/01 19:17:21.000000|1|e1bb1b3584c34481aafe34041e55f85a|PAY|e1bb1b3584c34481aafe34041e55f85a|e1bb1b3584c34481aafe34041e55f85a|e1bb1b3584c34481aafe34041e55f85a|3000|Remit Success|MZ|ZA|ZAR|50|NAME SURNAME  005292|NAME SURNAME  003026|130001|210001|MZ8BD52382A625E01ACE78|ZA471EA885F01461E6A161|10402||2022/01/01 19:17:21.000000|2022/01/01|Y  |N  ||||TCIBAPP||1
2022/01/01 19:17:21.000000|1|2910d8ad8b4d452f85775c05427e8656|PAY|2910d8ad8b4d452f85775c05427e8656|2910d8ad8b4d452f85775c05427e8656|2910d8ad8b4d452f85775c05427e8656|3000|Remit Success|MZ|ZA|ZAR|50|NAME SURNAME  005292|NAME SURNAME  003026|130001|210001|MZ8BD52382A625E01ACE78|ZA471EA885F01461E6A161|10402||2022/01/01 19:17:21.000000|2022/01/01|Y  |N  ||||TCIBAPP||1
2022/01/01 19:20:44.000000|1|2a839b69c8f443efb5d5bb37eeb76362|PAY|2a839b69c8f443efb5d5bb37eeb76362|2a839b69c8f443efb5d5bb37eeb76362|2a839b69c8f443efb5d5bb37eeb76362|3000|Remit Success|ZA|MZ|ZAR|10001|NAME SURNAME  004440|NAME SURNAME  012643|210001|130001|ZA79076A66CDA4FD1F9095|MZ9B16ED47E9486DA82308|10402||2022/01/01 19:20:44.000000|2022/01/01|N  |N  |Y|||TCIBAPP||1
2022/01/01 20:13:01.000000|1|b3d71dc7f28541dc976174c096279433|PAY|b3d71dc7f28541dc976174c096279433|b3d71dc7f28541dc976174c096279433|b3d71dc7f28541dc976174c096279433|3000|Remit Success|ZA|MZ|ZAR|13200|NAME SURNAME  004440|NAME SURNAME  012643|210001|130001|ZA79076A66CDA4FD1F9095|MZ9B16ED47E9486DA82308|10402||2022/01/01 20:13:01.000000|2022/01/01|N  |N  |Y|||TCIBAPP||1
2022/01/01 20:41:15.000000|1|985c577d57494408a4f8170d02a43200|PAY|985c577d57494408a4f8170d02a43200|985c577d57494408a4f8170d02a43200|985c577d57494408a4f8170d02a43200|3000|Remit Success|MZ|ZA|ZAR|620|NAME SURNAME  005365|NAME SURNAME  004470|130001|210001|MZF848D3222B502934B7E5|ZA568B820A54546C1B1BB6|10402||2022/01/01 20:41:15.000000|2022/01/01|N  |N  ||||TCIBAPP||1
2022/01/01 20:48:40.000000|1|39357640063b43beb966304b1ef760a9|PAY|39357640063b43beb966304b1ef760a9|39357640063b43beb966304b1ef760a9|39357640063b43beb966304b1ef760a9|3000|Remit Success|ZA|MZ|ZAR|9000|NAME SURNAME  004440|NAME SURNAME  012643|210001|130001|ZA79076A66CDA4FD1F9095|MZ9B16ED47E9486DA82308|10402||2022/01/01 20:48:40.000000|2022/01/01|N  |N  |Y|||TCIBAPP||1
2022/01/01 21:12:59.000000|1|74ff235b554c420199172a54d1bb34e8|PAY|74ff235b554c420199172a54d1bb34e8|74ff235b554c420199172a54d1bb34e8|74ff235b554c420199172a54d1bb34e8|3000|Remit Success|ZA|ZW|ZAR|1000|NAME SURNAME  003134|NAME SURNAME  007387|210001|290001|ZA9A690B8F518E517D3DE7|ZWA3AA0AC4C4E967DAF182|10402||2022/01/01 21:12:59.000000|2022/01/01|N  |N  ||||TCIBAPP||1
2022/01/01 21:42:53.000000|1|0eb7487a3c01412da8a60442848d8514|PAY|0eb7487a3c01412da8a60442848d8514|0eb7487a3c01412da8a60442848d8514|0eb7487a3c01412da8a60442848d8514|3000|Remit Success|MZ|ZA|ZAR|500|NAME SURNAME  005365|NAME SURNAME  004470|130001|210001|MZF848D3222B502934B7E5|ZA568B820A54546C1B1BB6|10402||2022/01/01 21:42:53.000000|2022/01/01|N  |N  ||||TCIBAPP||1
2022/01/01 22:56:15.000000|1|b143b7a611e3464584d9c98e55206172|PAY|b143b7a611e3464584d9c98e55206172|b143b7a611e3464584d9c98e55206172|b143b7a611e3464584d9c98e55206172|3000|Remit Success|ZA|MZ|ZAR|4300|NAME SURNAME  004440|NAME SURNAME  012643|210001|130001|ZA79076A66CDA4FD1F9095|MZ9B16ED47E9486DA82308|10402||2022/01/01 22:56:15.000000|2022/01/01|N  |N  |Y|||TCIBAPP||1
2022/01/01 23:10:18.000000|1|c001b94b89b24aab92232d243cf71036|PAY|c001b94b89b24aab92232d243cf71036|c001b94b89b24aab92232d243cf71036|c001b94b89b24aab92232d243cf71036|3000|Remit Success|ZA|MZ|ZAR|2500|NAME SURNAME  004440|NAME SURNAME  012643|210001|130001|ZA79076A66CDA4FD1F9095|MZ9B16ED47E9486DA82308|10402||2022/01/01 23:10:18.000000|2022/01/01|N  |N  |Y|||TCIBAPP||1
2022/01/01 23:11:20.000000|1|fc5619c08a4f4775804090ce1d34f6e8|PAY|fc5619c08a4f4775804090ce1d34f6e8|fc5619c08a4f4775804090ce1d34f6e8|fc5619c08a4f4775804090ce1d34f6e8|3000|Remit Success|ZA|MZ|ZAR|3800|NAME SURNAME  004440|NAME SURNAME  012643|210001|130001|ZA79076A66CDA4FD1F9095|MZ9B16ED47E9486DA82308|10402||2022/01/01 23:11:20.000000|2022/01/01|N  |N  |Y|||TCIBAPP||1
2022/01/02 00:56:32.000000|1|334e999b172d4b76b1ae44eb433e1b91|PAY|334e999b172d4b76b1ae44eb433e1b91|334e999b172d4b76b1ae44eb433e1b91|334e999b172d4b76b1ae44eb433e1b91|3000|Remit Success|ZW|ZA|ZAR|100|NAME SURNAME  010171|NAME SURNAME  002843|290001|210001|ZW8E0B0DCE2BBADC09D9DB|ZA4774957AF00EBFF9B2AF|10402||2022/01/02 00:56:32.000000|2022/01/02|N  |N  ||||TCIBAPP||1
2022/01/02 01:51:04.000000|1|c5e9e64eb9e64329bf31158ad00387d4|PAY|c5e9e64eb9e64329bf31158ad00387d4|c5e9e64eb9e64329bf31158ad00387d4|c5e9e64eb9e64329bf31158ad00387d4|3000|Remit Success|ZA|ZW|ZAR|1000|NAME SURNAME  003473|NAME SURNAME  007387|210001|290001|ZA06B6914BFABD04EB3D82|ZWA3AA0AC4C4E967DAF182|10402||2022/01/02 01:51:04.000000|2022/01/02|N  |N  ||||TCIBAPP||1
2022/01/02 02:42:41.000000|1|3cb5d3f6f729415d8a6308caed123913|PAY|3cb5d3f6f729415d8a6308caed123913|3cb5d3f6f729415d8a6308caed123913|3cb5d3f6f729415d8a6308caed123913|3000|Remit Success|MZ|ZA|ZAR|2700|NAME SURNAME  005292|NAME SURNAME  002360|130001|210001|MZ8BD52382A625E01ACE78|ZAE4946A286121E68BAE78|10402||2022/01/02 02:42:41.000000|2022/01/02|Y  |N  ||||TCIBAPP||1
2022/01/02 05:25:13.000000|1|69405683df8e46579b2b1c8f32774e24|PAY|69405683df8e46579b2b1c8f32774e24|69405683df8e46579b2b1c8f32774e24|69405683df8e46579b2b1c8f32774e24|3000|Remit Success|MZ|ZA|ZAR|400|NAME SURNAME  005357|NAME SURNAME  002948|130001|210001|MZ4BAB91ABEB181D52B6B4|ZA1F5E7CD2FDC905C76AAF|10402||2022/01/02 05:25:13.000000|2022/01/02|N  |N  ||||TCIBAPP||1
2022/01/02 06:54:47.000000|1|d69746391f894e5781c5ae10c157b1d3|PAY|d69746391f894e5781c5ae10c157b1d3|d69746391f894e5781c5ae10c157b1d3|d69746391f894e5781c5ae10c157b1d3|3000|Remit Success|ZA|ZW|ZAR|300|NAME SURNAME  003349|NAME SURNAME  007326|210001|290001|ZA05ED5606406ADCD791CE|ZW4DDFC5C91DC940BAEC9F|10402||2022/01/02 06:54:47.000000|2022/01/02|N  |N  ||||TCIBAPP||1
